user,videogame,rating
700099867,AE5R88W48E02C,5
700099867,A29KT7UP7DLM1J,1
700099867,A34G2LFWPEHQMQ,5
700099867,A2J53LRNT6T656,5
700099867,AD4IGRSR4TGF0,4
700099867,A2265TRTMU00QH,5
700099867,A14L115LBOB0A5,1
700099867,A1BHRNLW2L8KLD,2
700099867,A1P8ZSUIPHPSRJ,1
700099867,A3UR8NLLY1ZHCX,4
700099867,A2VYL51WQXC5KK,3
700099867,A2O4BNJ83J4WHM,5
700099867,A1S6Z0KZQ8XZYJ,5
700099867,AZQ5WJ6236H2N,2
700099867,A1FCCOP8TYX8GD,4
700099867,AIOQYO1HHLMBV,1
700099867,ATAR8VWAR9U7D,1
700099867,A2UTRVO4FDCBH6,4
700099867,AFS6WERAP409A,1
700099867,A1T7FRUU6ZHFD7,5
700099867,AW1X78QFLX7WL,5
700099867,A3G3DZ77DA2JUR,5
700099867,A3GHPNOJPBJS2Q,5
700099867,A37DL3ZB4BKUDB,5
700099867,A5GEGX2JHHDC0,4
700099867,A228QXX35ISH3K,5
700099867,A3J9C2WMW0TZYB,4
700099867,A4ZP6L59MJJ16,3
700099867,AQTC623NCESZW,1
700099867,A1QJJU33VNC4S7,4
700099867,A49LKEZ55KKL9,5
700099867,A1KJG366JWVMGX,5
700099867,A3MJ7GZ3GQNLZX,1
700099867,AJNFY0DGTHLWW,1
700099867,A1557F2E781ULM,1
700099867,A25K6I70BEHL1W,4
700099867,A1Q80TZVF5TCY2,3
700099867,AZHL13Q7MSZC6,1
700099867,A2HD75EMZR8QLN,1
700099867,A19WBAPXGFSFVR,4
700099867,A12YFU8YNY11AW,5
700099867,A1CB8HH9YJ2YZE,3
700099867,A13X4KZB56N49J,3
700099867,AFA6MBQU0C2GH,2
700099867,ADQ6DTQHH6VA,4
700099867,A1125BZR4DT8RR,5
700099867,AZ7N0TLPDP156,4
700099867,A20DRRKAN5Z9Q,4
700099867,A22RKVML3IJMAS,4
700099867,A2P90LXYXG2DNY,5
700099867,A2484E3RRRUAUS,4
700099867,A2J4RY1WHVEK3T,1
700099867,A9Z8RBTJT4R28,4
700099867,ANW6EGY12V5XS,5
700099867,A1WWEZTVXQKC8Q,3
700099867,A16ZD5N1HH8Q76,5
700099867,A2YBU04TEXCASM,1
700099867,A18YFCLL3GBD0T,1
700099867,A1DLMTOTHQ4AST,3
700099867,A1NCF8YOK4YVY8,5
700099867,A64A14YBQOD2H,5
758534531,AFBN93AVL10P1,4
804161380,A254UZNFLAMVN7,5
804161380,A1R4878U95I6QV,5
804161380,A1HCE5CK9O5VE5,4
804161380,A147NA18SZXSBB,3
804161380,AQQQ3IA92VBGR,4
804161380,A2EXEMR6MV9GH2,5
804161380,A1DWHVHU20K6RH,5
804161380,A3LEV2Q9LWK9YC,5
804161380,A254JX9BEGBVEU,5
804161380,A18OAJD1JMMTKI,5
804161380,A2R4GEAY9VSCN9,5
804161380,A6NE6AS8I98AR,5
804161380,A78ZTQUW7VIF6,5
804161380,A3Q5DP48RBN4TS,5
804161380,A2IY7R1OHU2MKV,4
804161380,A2RPG0G1UGUFKL,5
804161380,A2A1MEYD4DBZ5G,5
804161380,A1XFPB1ONKJMBW,5
804161380,A29LB7ULB0ISUE,5
804161380,A13TBTB7K8YPT1,5
804161380,A35E6SMV61EG25,4
804161380,A38M853L9PV3K2,5
804161380,AO4F34HDUNTUE,5
804161380,A1QGFRJZAQVW0,5
804161380,A1U08MKZHEMMRC,5
804161380,AYR68C276M32K,5
804161380,A2CJJSZGRCTBQ0,5
804161380,A307KDVWWR55DK,5
804161380,A2K79WB48UQDA1,5
804161380,A30NX0MWV44C2N,5
804161380,AAVBVEPQ9HVM4,5
804161380,A2091SXNAJ977E,5
804161380,A2RB6JMQWEYB9I,5
804161380,A2OY8MLYIC1HSH,5
804161380,ACIP4TXSXM83L,4
804161380,ABD0I9RXRUOL1,5
804161380,A1A8S46OSP6JD5,4
804161380,A391E3PBD96BPL,2
804161380,A2LWYBWYHUKFBT,5
804161380,AD2C8MAA7VUWE,3
804161380,A3T9L1XPHPVH82,5
804161380,AQ6GFLTWJBBXA,5
804161380,A2K3JOHKV2BK7Q,5
804161380,A2TXI7HKOBKPSB,5
804161380,A36EBA9MKITSPY,1
804161380,A192XC50M2ORAW,5
804161380,A214SEYBPGOBG4,5
804161380,A2BQZ9Y0XOLG46,5
804161380,A1Z7FZH0SE5TJ5,5
804161380,A2JAYNG5U1KIWD,5
804161380,A2Z1Q2HC90XPGC,5
804161380,A1N8WBTOBI5GXR,5
804161380,ADDKD4FK12BJC,4
804161380,A24DHF8OA79SOJ,5
804161380,AM8ZT634H6FBJ,5
804161380,A1CMAKKZRKANBM,4
804161380,A2PI9G03FXIG86,5
804161380,A37RQ4ZIV8M8AM,5
804161380,A18961KK4R3Y6A,5
804161380,AV9Y9QJY1TX5S,5
804161380,ACXUDBQKEYCYV,5
804161380,A2OGSPMBJDY9P5,5
804161380,A3DZIE17FOJW73,3
804161380,AV58NE5QUONSS,5
804161380,A3J610VQLKSQB1,5
804161380,A3A5QQVHH365VA,5
804161380,A30G6SKE1O6MAB,5
804161380,A1UZLOKTHDZ07P,3
804161380,ADF134Y82NAG0,5
804161380,A2NKCIXDBG18OJ,5
804161380,A17X9BHBWV6OLF,5
804161380,A2IW9TYAG3SPUD,5
804161380,A1BSSZSSSERUBN,5
804161380,A39SFA4333246G,4
804161380,A2S757YNT21877,5
804161380,ASLK5BNPZIYOG,5
804161380,AKP5YC7HXVLG,5
804161380,AWXOR9J7Y86FS,5
804161380,A2F4WX9EKE3R8K,5
804161380,AX9SLSD8IQ881,5
804161380,A2WV2V4ZZC9IJR,5
804161380,A1YXUW1U88PHGU,4
804161380,A1WNES586T2FJ5,5
804161380,AWZBVQPA57SD5,4
804161380,AY3TN1K0SIWWO,5
804161380,A1G4ZPRKMSQR6R,5
804161380,AYQCZGXIYPZXY,5
804161380,AK8X01ZKFQEMN,4
804161380,A2I02FLIUBPML9,5
804161380,A34UAJ61QQBMWN,5
804161380,ADGQZ5YNK2NBS,3
804161380,ACE4EI8WNBX8X,5
804161380,A2IIKNHQRCPJ3B,5
804161380,A4V47RQTBT77H,5
804161380,A1NB56LU0IVYZN,5
804161380,A3E7FDWYZARLOO,5
804161380,A3FMKE7NL00ZJ1,5
804161380,A3KZV08WGHI4B2,5
804161380,A27SK7W7UUCBIM,4
804161380,ANW7LHYCJ68Z2,5
804161380,ANHDICFCP0SU4,5
804161380,A1PK0DHVH8C4PB,5
804161380,A2XHMERT7HEYWI,4
804161380,A37Q1U75W80N68,5
804161380,A3VAKF47VMTARV,1
804161380,A2JBQEETZQ56YP,4
804161380,A2GYJKIII4FTM,4
804161380,AR02131JJSRLU,5
804161380,A3SF46R3BNP1TB,5
804161380,AGSY3ODMJWWP,5
804161380,A28NUXQ2ONMT89,5
804161380,A25EFS3BJRL4E6,5
804161380,A1167RGXBQY7JP,5
804161380,A1U7OAOUJLLVSL,5
804161380,A2MG9WA9EI670S,5
804161380,A11W6SAJN28OPW,5
804161380,A1YWOI2WAROSML,1
804161380,A8YLPI2S9CZHN,5
804161380,AF9RVRV0QIO73,5
804161380,AFJX472PTUPQ3,5
804161380,A9G39L5QZOYDX,4
804161380,A141W3IG231YL0,5
804161380,A3GO73N46XU62S,5
804161380,A30LNNEQ4QWRRP,5
804161380,A1KVQ9W8PYCLEG,4
804161380,A1RTWWZ80KYPT8,5
804161380,A1PFHZH4JCFXOM,5
804161380,A2STC4MSG9EPI6,5
804161380,A3FS4XR6HRZ04H,5
804161380,A3FCYIWX3Q0AZF,5
804161380,A1P2BXN8E1EYN8,5
804161380,A2BG7NDEKEELBO,5
804161380,A1JAPPQDO7LNIC,5
804161380,A2EXIEAGSEUGWI,5
804161380,A2F67K2TF5LNLZ,5
804161380,A1RM9HLRF4L7J2,5
804161380,A3C4M91GMLBWVG,5
804161380,AVS96TUM7V23C,2
804161380,AR8F0EYQP4678,5
804161380,A1LM7JNFC2RW6J,5
804161380,A3TP8V9YRQINFK,5
804161380,A3V9CNRJ1EV5WV,5
804161380,A1U81TVSBABDHR,5
804161380,A1IY8YNM4W52QP,5
804161380,A2GDFS5EUIN3MK,5
804161380,A2YAPK3FCGD3Z4,5
804161380,A9KZ9KW8PVTER,5
804161380,A1RHPHND3AZPS5,5
804161380,ATG3TNRSO27SH,5
804161380,AW9TN9DNDROZK,5
804161380,A2FJJ6N6G7FXP0,5
804161380,A1Y2WVO18QQ6NY,4
804161380,A3W4Q2DAVRV0W6,5
804161380,AMC1110DYRA97,5
804161380,A1NKPQWLT1XJYB,5
804161380,A3TX4K54SBW39J,5
804161380,A2ZHNCEL1LPLGI,5
804161380,A2NJ9ZY3NYN3ZJ,5
804161380,A2G3QTYBV5161V,4
804161380,AM7ZCZ9ZHHZ9B,5
804161380,A50B700763WRT,5
804161380,A276TNGQ38SS0O,5
804161380,AR3XB1BRFL3CB,5
804161380,A1KO1W5Z1RTEV,5
804161380,A2F7EUGU4MCWDO,5
804161380,A1YCHEXXKTM34K,5
804161380,A22KRTIWDLOA98,5
804161380,A191O3K6SS65N4,5
804161380,A1JNT1L8F9WSYE,5
804161380,A22SIE5D5W8RO4,5
804161380,A1BT7MFB8PBFKZ,5
804161380,A1DTJH92SLTO4K,5
804161380,A2ZBZ85UZ4ODF7,5
804161380,A22QIGZFPTT9TE,5
804161380,AX5B2FUZW5Z55,5
804161380,A2ZTEXLRN6D0OB,4
804161380,A11548ZOIDAELN,5
804161380,AOV56JJHXDFEO,5
804161380,A3RGPIPHC2ACMH,5
804161380,A2OIUG46GFCXJD,4
804161380,A2AUXW8ETBNX9K,5
804161380,AGU4F5IK9UE0Q,5
804161380,A3NAQVZSKEWWTG,4
804161380,A1L9SN4C8C0HYG,5
804161380,A3MXXBNFLOQWBQ,5
804161380,A2GSSY8WBEZNCD,5
804161380,A3MTDNINNOIKXF,2
804161380,A379O7UPYYS39F,5
804161380,A2BWXMY1C3O3EE,5
804161380,ANB7WLEOPK0RY,5
804161380,A1DWQELN8E5UVK,5
804161380,A1SJ2MUCSCSMAA,5
804161380,A358EN9DHSZG9I,5
804161380,A39QHRTYDXNMGM,5
804161380,A2CGJWU662VY0N,5
804161380,A1KF9N31V82RZF,5
804161380,A2KBE5UQQKDWYX,3
804161380,A4PWIZEIZXF4U,5
804161380,A3EKOBD0T0D5JM,5
804161380,AGBT9JX9YSRRW,5
804161380,A3TSF5X5CGNHAU,5
804161380,A2CWE7MR74AW7L,5
804161380,A2ZESSPH06R8BG,5
804161380,A33GQDA8GQYTDX,5
804161380,A3UBGXXMYS4GET,5
804161380,A1I1YYXEU01V7Q,5
804161380,AC4503HXMSVZ0,5
804161380,A3Q1EK4VBVHJCP,5
804161380,A2DFT8S9UHSETY,5
804161380,A2HN003L4U1BD6,5
804161380,AKG40Q95HKPFQ,5
804161380,A9WVEVGDYMC6C,5
804161380,A3JMRLFVNTAOQY,5
804161380,A3H2LWDL2QKVEX,5
804161380,A120V2BP7NRWXC,4
804161380,A34WFQBHV4WAT8,5
804161380,A22BQTTOQ016HF,5
804161380,ATNZ2F8VFF0FE,2
804161380,A3HY5QHDA3TM4M,5
804161380,A3T13HZCAOHX2Q,5
804161380,A2JETWE8ZSXSO8,5
804161380,A1OO84MDH0OV4P,3
804161380,A359YQ02LOXUDB,5
804161380,A130VKD6760TV5,5
804161380,A3DFLUKWSA2N01,5
804161380,AIEOW6ZIMCG1S,5
804161380,A1PGH8IJPHOBGE,5
804161380,A3DV4S6WX9VKXL,5
804161380,A1T9WYW4IQ2SKE,5
804161380,A3SCJZ87ZOV25,5
804161380,AT1XCL9FYMCNY,5
804161380,A25Z0LUZ8J693S,5
804161380,A3BMNTNBYPDZGA,2
804161380,A1FR0N2KT1OB9I,5
804161380,A3UKIAB3WMQUES,5
804161380,AFOI4UTX9JDMD,5
804161380,ALC1KQZ4HG1LN,4
804161380,A3HLEEQ360D6MZ,5
804161380,AX0MBNQEQOUS,5
804161380,A2RKYZF7PR0B06,5
804161380,A2ND95VDIB1QLR,5
804161380,A388ZRYZI9EGKQ,5
804161380,A2SUVCLIDWU83Q,5
804161380,A168SLHWZSJW7N,5
804161380,AQM6OPVUOXU1H,5
804161380,A3B3USOWYIK5WP,3
804161380,ATM5PHLOQ7D8V,5
804161380,A3HVSH6LPY0OK7,1
804161380,A33HF9ARZU60XE,5
804161380,ANQMV8EE41ZUM,3
804161380,AA2AO45TMIMPG,5
804161380,ANK8R7845D5FL,5
804161380,A1YV8RU7NSBTJH,5
804161380,A2CIJOD86Z1OCW,5
804161380,A2H1S80OU3CQL6,5
804161380,A20AZ42O75YHE,5
804161380,AY8ACDTHCE8II,5
804161380,A1D1XE55GN2JSX,5
804161380,A1PSBR3JRZ9VO0,5
804161380,A2AL1GN0TMTUXR,5
804161380,A3XXG272XUXUO,4
804161380,A3UXPJXZGM53CO,5
804161380,A29BQ6B90Y1R5F,4
804161380,A10PPCIFVK9ZT5,4
1616616873,A1BRBEAIXXIAGH,5
1616616873,AXWYOJMU0JWG3,5
1616616873,A3CVUJIGKI5E8I,5
3815864844,A2X9LA7PHNXFBW,1
3828770193,A2VZZOJU97NFUJ,5
3828770193,A3LVQW0AOLB87V,5
3828770193,A835UVXZ9QMPN,5
3828770193,AGKHQA6OATS1E,3
3828770193,A22NJSAGGE9VNQ,4
3828770193,A2FA4FBRYJ7IQG,3
3828770193,AQ8C3JEIL0Q9Z,5
3828770193,A3929CLL1M1CKB,2
3828770193,A38INDU55D5VTV,1
3828770193,A2KBL5XP89LR9R,4
3828770193,A21WVMM3FA60QO,5
3828770193,A22XHJSABFUF9Q,1
3828770193,A2Y3QK6HVK01XU,5
3866811659,A37NNZQQVDAEH3,1
3866811659,A1XS2BTMVNE7IN,1
3866811659,A1R3670RDW0Z3S,4
3866811659,AUO73JW4FJFCN,5
3866811659,A34VRVI4CSI5RQ,4
3866811659,A2YW4JR64U6143,1
3866811659,A2LLMEZXJISTPZ,4
3866811659,A1MPFJPIOKHUD8,5
3866811659,A1PAGBU5YFMI4R,5
3866811659,A3IHVG0MXTQQRW,3
3866811659,A4TRW9IKMK66A,2
3866811659,A2TQ7XHDPCMYMR,5
3866811659,A3G65W1QDUO4CG,3
3866811659,AYT7L3WEL419G,5
3866811659,ASROVJ5DQ3TER,5
3866811659,A56X7MQIAQLLO,4
3866811659,A2VOP0VUOWAVPO,2
3866811659,AU1G7GPS8N5LV,2
3866811659,A4XPK8I9S14WA,4
3866811659,A7DWJJNT62IA9,4
3866811659,AG0OLNBVH9S80,3
3866811659,A3FZSU10LY0L29,5
3866811659,A2GHKKR26TQ4CX,5
3866811659,AFGUAKBFCQL4H,4
3866811659,A20F5QE8T48JQO,1
3866811659,A21IT32KPAYMHO,4
3866811659,AYKE9QIBQKRTF,5
3866811659,A46GXHRSUR2K1,3
3866811659,A31PCCSMDTQ1PU,5
3866811659,A2CCUBQY2AGROD,5
3866811659,AKJS2K12SIBJW,5
3866811659,ATHGLESMEL4UI,4
3866811659,A1H5UQFBKE1ZFA,1
3866811659,A3MEI0AY88B3VM,1
3866811659,A15E81V83A4N5I,4
3866811659,AITD7ZQDTE3NM,1
3866811659,A9CAR3DVY0M44,5
3866811659,A27XPVJ5E5XF8G,5
3866811659,AUY2WTV2468AJ,2
6050036071,A32NGXPUL2TA9U,4
6050036071,A1WYS1TKOZEC78,5
6050036071,A3EJCOET85EIQ3,5
6050036071,A1DG90YENCT13Z,4
6050036071,A2QQ9KSQ44QZSE,5
6050036071,A3H2SDAUK0S0BX,4
6050036071,A2NAEPXU8LG5UL,4
6050036071,A2FJR3HD0J180K,4
6050036071,AL529YNQ4YBFE,5
6050036071,A20XBONC8O74PJ,5
6050036071,A3S7AR5S185DZT,5
6050036071,A3HEBPRKEM8CS,5
6050036071,A2QIDWPR4JSAMA,4
6050036071,A2L8JH95MEA7FM,5
6050036071,A31MA4I11Q1PHI,5
6050036071,A2H9EHAOJJFFC0,3
6050036071,A90UKBVGXMZ18,2
6050036071,A3MKO61QMJ8V6V,5
6050036071,A2NXBQZYS6AALT,4
6050036071,A2BPNG12ZXQ03V,5
6050036071,A2SSQO81QW7US7,5
6050036071,APWPKRW3P7U0M,5
6050036071,A2BXN0XC854IDP,5
6050036071,A39S34C1IYNZI9,5
6050036071,A7Q90WGVD1A5X,5
6050036071,A1VW1KXS1YVAM9,5
6050036071,A3QYBGOZ7QUXQH,5
6050036071,A25YCM0RYA3BBJ,5
6050036071,A2GZZ1FF7I573U,1
6050036071,A3RZC3LVLAOJJR,5
6050036071,A16EF0PSV6ETP3,3
6050036071,A3K5BILQCWG9MB,3
6050036071,A2KSVQGNGDN5D5,5
6050036071,A21UGH6G3W8JSJ,4
6050036071,A2YYF4SD7OIK3E,3
6050036071,A2P3PX6U40FJJW,4
6050036071,A2JMMRESUFIXSF,4
6050036071,A1BWG083FSWADZ,4
6050036071,A3EL78LTMQE7D2,5
6050036071,A1XO1H1SDR4YFK,5
6050036071,A31QPWISRYWV3O,5
6050036071,AHCV6N7N8FFKV,1
6050036071,A1OBFGBKUTFCZR,4
6050036071,A2D3BT6PKU86PX,1
6050036071,A2XKN8KAR6IF0A,4
6050036071,A31UYU5PIOUZHM,5
6050036071,AG3EFJ7S3YNFT,5
6050036071,A3EKKWXUCHZXQM,2
6050036071,A33AVEEZ3ZWOON,5
6050036071,A1WLZO6OSYF9XD,5
6050036071,A396IQPRPIK0PM,5
6050036071,A2NSY98NCGOGHV,2
6050036071,A2BHED3QA0YLPW,5
6050036071,A19X7PD0YAN2IY,4
6050036071,AN7UTLH2SVMPH,4
6050036071,A2XJSZMUAVMVQ3,4
6050036071,AH5BCMZELZSKG,4
6050036071,A275EU1531JN4J,5
6050036071,AIPOSBF8F7H6Q,5
6050036071,AXIAASHTB3NHT,5
6050036071,A1AEUJIR87DQ3Z,5
6050036071,A1891F7YDO4197,5
6050036071,A33A0ORHLYY3QD,1
6050036071,AAKZPL9AQ044E,5
6050036071,A1GENX4EYUG1DN,5
6050036071,A2ASCP67NRAUJ5,1
6050036071,AR0NDZB6QOQCA,3
6050036071,AVIXAH3XL0HWC,5
6050036071,A3AJPJF4MT1O3Q,5
6050036071,AMNKCJMZ0I7UT,4
6050036071,A31O06EELI0RMZ,5
6050036071,A2NAC5DCGY7HV1,5
6050036071,A2C91N84RG29NF,5
6050036071,A15WHFFD81EM3L,5
6050036071,A2HEMP1W4P0C7X,5
6050036071,A1Z09CIIEOYQR3,2
6050036071,A3J6BUIS10T1WD,4
6050036071,A1HDK1ADD44FYO,5
6050036071,A1V9IX5BX81OC,5
6050036071,A138ECK1FNYQOX,4
6050036071,A2EXHN0P0NEPPB,2
6050036071,AFLFL9VMHBJNS,2
6050036071,AMF6J24V0AX5K,1
6050036071,A18X6WLMC2NPCK,5
6050036071,A3DKZK78DQA43V,4
6050036071,A1HV0U9WIZWLO9,1
6050036071,A2SVBO0GHJ5SUO,4
6050036071,A23V91IWMWXY39,5
6050036071,A84FU82YGCEK9,4
6050036071,AK2UNQMN837DR,5
6050036071,A2G3TAUPAI5PC2,2
6050036071,A3G6ZKOLM9CNRV,5
6050036071,A1WHYKX19SE5D7,1
6050036071,A1ZUBO7N24X26D,5
6050036071,A3AAD8PMHDB3J0,5
6050036071,A3F11KBNIVLE4W,5
6050036071,A1HZW2WU7GHI2R,2
6050036071,A25ILXLT6KI904,5
6050036071,A30EX4R3GLHIFZ,4
6050036071,A26K0F78R2TLYP,5
6050036071,A2BEEWSYAJAJPX,2
6050036071,AJ662CTYXJUS3,5
6050036071,A2PFCOQQ7OFX3T,4
6050036071,A1R2R8GOBV57BI,1
6050036071,A2U8PXUQCXORXV,5
6050036071,A3U1SHVT2Y11WH,5
6050036071,A3T6UCYHGVLSUQ,5
6050036071,A2W2PFV243RYJ4,5
6050036071,A2IZ9FEJ6HN0B3,4
6050036071,A6H2NQ0AGEYL6,5
6050036071,AGNEEGL28N1AD,1
6050036071,A1H6XV1W6ZTKEU,5
6050036071,AZF7F9OSXH03,5
6050036071,A2FX9FJRAWRUBX,4
6050036071,A2GY7QMY1QCKFY,5
6050036071,A1I2W7PC24OSI1,4
6050036071,A3SCG4H2HIVQXK,5
6050036071,A2E569YG7OGMT8,5
6050036071,AB5OCVCWQZ6X5,1
6050036071,A2JRVZ9ZTH5YWO,5
6050036071,A3B78AKKOZX6P5,5
6050036071,A1D0WWCT7H4Y35,3
6050036071,A1KIHI72Z4FY0S,1
6050036071,A154AMCR7KS0U5,2
6050036071,A1EE0T4LMBUZYM,4
6050036071,A1B4EHQ69MVD0C,5
6050036071,AJVM0JKQZH5Y1,4
6050036071,A1RK75A2EW6F1O,5
6050036071,A26NXE2OSG7LCF,5
6050036071,AFOAQTQTVNN0Y,5
6050036071,A38RCHF74MZVQP,1
6050036071,A2YKWUB3A6YUEP,5
6050036071,A1883GCM3EX3GE,3
6050036071,A354TLY7HMG47F,4
6050036071,A2CDMJQ7I44ZBL,5
6050036071,A1ILNW03GOWKR4,1
6050036071,A27GRRN4CL4W2E,5
6050036071,A3DBG4THY17VUC,5
6050036071,AE4Z52NGTVPHP,4
6050036071,A2EDLKQA7PGERF,5
6050036071,ALA4C2Z186K2U,5
6050036071,A2NAN8V9H7DYPR,5
6050036071,A2JZ0J0I74Z7LC,5
6050036071,A1CKN7XEEQAN7E,5
6050036071,AYHX8VGUY2OAK,1
6050036071,A2HGZ7IFRAYMVZ,1
6050036071,A3W5T8TCHZB8F,5
6050036071,A3O5S8A1NGMLOY,4
6050036071,A1XUPD8KQOFAE5,5
6050036071,AJAK2BGW0QO4S,4
6050036071,A3VB26WYT935SN,5
6050036071,A2XBOIZRY9QXS8,1
6050036071,A7HVZ6U93NVZ0,1
6050036071,A135OAZ5AYD7OC,4
6050036071,AKLFK1UOLKG13,4
6050036071,A3OHO433DPCLZ6,5
6050036071,A1S3O807K7VIC8,1
6050036071,A2PMGSKCIDEU72,5
6050036071,A1VOF0E2KNA3WC,4
6050036071,A20D50JTOI402Y,5
6050036071,A2TSXESGF8FGPU,1
6050036071,A14W803YY46BHV,5
6050036071,A12Y6AB3DP96HU,5
6050036071,A37ULZKY49IUG5,5
6050036071,A2VLFSPW8TEPNT,4
6050036071,A4UZUC4OAPT4C,5
6050036071,A3TXUZ1ERN9CW,5
6050036071,A3PSDCW2WM07H4,4
6050036071,AHOESE4GTC7PY,1
